KeyMineProject,Property Name,Primary Commodity,Commodity Group,List of Owners,List of Royalty Holders,Development Stage,Activity Status,Latitude (degrees),Longitude (degrees),Coordinate Accuracy
68077,17782,Gold,Precious Metals,Excalibur Mining Corporation Limited (Optionee) 80%; Buffalo Group Management Limited (Optionor) 20%,NA,Grassroots,Active,-13.005440,24.838530,Best Guess
68078,Tangeray,Gold,Precious Metals,Excalibur Mining Corporation Limited (Optionee) 80%; Buffalo Group Management Limited (Optionor) 20%,NA,Grassroots,Active,-15.443430,28.413480,Best Guess
68079,Menara,Gold,Precious Metals,Excalibur Mining Corporation Limited (Optionee) 80%; Buffalo Group Management Limited (Optionor) 20%,NA,Grassroots,Active,-15.450630,28.479820,Best Guess
68080,Lakeshore,Gold,Precious Metals,Excalibur Mining Corporation Limited (Optionee) 80%; Buffalo Group Management Limited (Optionor) 20%,NA,Grassroots,Active,-15.018000,29.424700,Exact
68082,Dominican Republic,Gold,Precious Metals,Everton Resources Inc. (Owner) 100%,NA,Exploration,Inactive,18.930000,-70.220000,Approximate
68083,Youanmi,Gold,Precious Metals,NA,NA,Exploration,Inactive,-28.886000,118.817000,Exact
68087,Serido,Gold,Precious Metals,Crusader Resources Limited (Owner) 100%,NA,Grassroots,Active,-6.175670,-36.305010,Exact
68088,Nordanas,Gold,Precious Metals,Gungnir Resources Inc. (Owner) 100%,Unnamed Owner (NSR) 2.4%,Grassroots,Inactive,64.261980,18.100580,Exact
68089,Knaften,Gold,Precious Metals,Gungnir Resources Inc. (Owner) 100%,Unnamed Owner (NSR),Exploration,Active,64.476000,18.504000,Exact
68093,Devils Mountain,Gold,Precious Metals,Bluekebble Pty Ltd (Owner) 100%,NA,Exploration,Inactive,-26.039000,152.440000,Exact
68095,Monster Island,Gold,Precious Metals,TomaGold Corporation (Owner) 100%,Vanstar Mining Resources Inc. (NSR) 1.5%,Target Outline,Active,49.525000,-74.637000,Exact
68096,Lac Surprise,Gold,Precious Metals,NA,NA,Exploration,Inactive,49.392000,-74.945000,Exact
68098,Socrates,Gold,Precious Metals,Dempsey Minerals Limited (Owner) 100%,NA,Grassroots,Active,-31.541000,122.856000,Exact
68105,Sakami,Gold,Precious Metals,NA,NA,Grassroots,Inactive,53.159000,-77.032000,Exact
68114,Jerramungup,Gold,Precious Metals,NA,NA,Grassroots,Inactive,-33.739000,118.972000,Exact
68122,La Coyota,Gold,Precious Metals,Blackcomb Minerals Inc. (Owner) 100%,NA,Grassroots,Inactive,24.403000,-104.380000,Exact
68127,Cervantes,Gold,Precious Metals,Aztec Metals Corporation (Optionee) 100%; Kootenay Silver Inc. (Optionor),NA,Exploration,Active,29.290000,-110.330000,Approximate
68129,McWilliams Lake,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Grassroots,Inactive,55.159000,-102.308000,Exact
68131,Bronzewing,Gold,Precious Metals,Ventnor Resources Limited (Owner) 100%,NA,Grassroots,Inactive,-27.249000,121.068000,Exact
68133,Balladonia,Gold,Precious Metals,Beadell Resources Limited (Owner) 100%,NA,Grassroots,Inactive,-32.650000,123.783000,Exact
68134,Zanthus,Gold,Precious Metals,Beadell Resources Limited (Owner) 100%,NA,Exploration,Active,-31.254000,124.321000,Exact
68136,McIntyre,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Grassroots,Active,47.607000,-66.707000,Approximate
68139,Fox,Gold,Precious Metals,Kootenay Silver Inc. (Owner) 100%,NA,Grassroots,Active,53.922000,-125.466000,Exact
68141,Two Times Fred,Gold,Precious Metals,Theia Resources Ltd. (Optionee) 60%; Kootenay Silver Inc. (Optionor) 40%,NA,Target Outline,Active,53.838000,-124.400000,Exact
68143,Brunswick,Gold,Precious Metals,Rainy Mountain Royalty Corporation (Optionee) 100%; Private Interest (Optionor),Private Interest (NSR) 2%,Exploration,Active,47.625530,-81.510240,Exact
68154,Pisaccalla,Gold,Precious Metals,Compañía de Minas Buenaventura S.A.A. (Owner) 100%,NA,Exploration,Active,-14.860000,-73.940000,Approximate
68157,Arrow Lake,Gold,Precious Metals,PJX Resources Inc. (Owner) 100%,NA,Grassroots,Active,49.571000,-118.108000,Exact
68159,Palla Palla,Gold,Precious Metals,Compañía de Minas Buenaventura S.A.A. (Owner) 100%,NA,Grassroots,Active,-14.756000,-73.741000,Exact
68165,Epping Forest,Gold,Precious Metals,NA,NA,Grassroots,Inactive,-22.271000,146.719000,Exact
68171,The Gilbert,Gold,Precious Metals,NA,NA,Grassroots,Inactive,-19.440000,144.040000,Exact
68174,Taupo,Gold,Precious Metals,NA,NA,Exploration,Inactive,-38.178410,176.583300,Exact
68176,San Guillermo,Gold,Precious Metals,Austral Gold Limited (Optionee) 100%; Revelo Resources Corp. (Optionor),Minera Fuego Limitada (NSR); Sociedad Quimica Minera Iodo SA (NSR),Exploration,Active,-25.785000,-69.930000,Approximate
68179,San Marcial,Gold,Precious Metals,Sonoro Metals Corp. (Owner) 100%,NA,Exploration,Active,30.570000,-111.360000,Exact
68186,Grenfell,Gold,Precious Metals,Gold Mountain Limited (Owner) 100%,NA,Grassroots,Active,-33.901000,148.167000,Exact
68187,Olleros,Gold,Precious Metals,Promesa Limited (Owner) 100%,NA,Exploration,Active,-9.670000,-77.497000,Exact
68189,Silver Creek,Gold,Precious Metals,Northern Vertex Mining Corp. (Optionee) 100%; La Cuesta International Inc. (Optionor),NA,Grassroots,Active,35.080420,-114.422480,Exact
68190,Konkolikan,Gold,Precious Metals,Acacia Mining plc (Optionee) 75%; Canyon Resources Limited (Optionor) 25%,NA,Exploration,Active,11.224000,-3.723000,Exact
68191,Boulder,Gold,Precious Metals,Pacific Bay Minerals Ltd. (Optionee) 100%; Jedway Enterprises Ltd. (Optionor),NA,Exploration,Active,58.386000,-128.994000,Exact
68194,Oribella,Gold,Precious Metals,Miranda Gold Corporation (Owner) 100%,Barrick Gold Corporation (Royalty) 2%; Antioquia Gold Inc. (Royalty) 0.5%,Exploration,Active,5.990000,-75.860000,Approximate
68198,Lyons,Gold,Precious Metals,NA,NA,Grassroots,Inactive,-24.677000,117.565000,Exact
68214,Los Chinos,Gold,Precious Metals,Centerra Gold Inc. (Optionee) 70%; Millrock Resources Inc. (Optionor) 30%,Pembrook Mining Corporation (NSR),Target Outline,Active,29.943000,-111.155000,Exact
68215,Villa Hidalgo,Gold,Precious Metals,Millrock Resources Inc. (Owner) 100%,Pembrook Mining Corporation (NSR),Grassroots,Inactive,30.054000,-109.268000,Exact
68216,La Union,Gold,Precious Metals,Millrock Resources Inc. (Owner) 100%,Pembrook Mining Corporation (NSR),Grassroots,Inactive,30.385000,-112.366000,Exact
68217,Los Chivos,Gold,Precious Metals,Millrock Resources Inc. (Owner) 100%,Pembrook Mining Corporation (NSR),Exploration,Inactive,28.932000,-114.243000,Exact
68226,JR-24,Gold,Precious Metals,JM Mining EIRL (Owner) 100%,NA,Prefeas/Scoping,Inactive,-9.323000,-77.875000,Exact
68227,Fuente De Oro,Gold,Precious Metals,New Destiny Mining Corporation (Optionee) 100%; Central American Mining Inc (Optionor),NA,Grassroots,Active,12.310710,-84.957210,Exact
68241,Anama,Gold,Precious Metals,Aruntani S.A.C. (Owner) 100%,NA,Construction Started,Active,-13.660000,-72.513000,Exact
68242,Ferber,Gold,Precious Metals,Galileo Resources Plc (Owner) 100%,NA,Exploration,Active,40.231150,-114.087390,Exact
68245,Castlewood Lake,Gold,Precious Metals,God's Lake Resources Inc. (Owner) 100%,NA,Grassroots,Inactive,49.907000,-87.713000,Approximate
68247,Deli Jovan North,Gold,Precious Metals,Appalachian Resources Balkan doo (Owner) 100%,NA,Exploration,Active,44.250000,22.220000,Exact
68249,Rafael,Gold,Precious Metals,NA,NA,Closed,Inactive,6.294180,-75.020020,Best Guess
68252,Wydee,Gold,Precious Metals,Prosper Gold Corp. (Optionee) 90%; Alexandria Minerals Corporation (Optionor) 10%,Unnamed Owner (NSR),Exploration,Active,48.038250,-80.915140,Exact
68255,El Cobre,Gold,Precious Metals,Minera Alamos Inc. (Owner) 100%,NA,Grassroots,Inactive,28.863000,-109.763000,Exact
68257,Block C Bau,Gold,Precious Metals,Besra Gold Inc. (Owner) 85.61%; Gladioli Enterprises Sdn Bhd (Owner) 14.39%,NA,Grassroots,Inactive,1.240000,110.400000,Exact
68258,Gunong Rawan,Gold,Precious Metals,Besra Gold Inc. (Owner) 85.61%; Gladioli Enterprises Sdn Bhd (Owner) 14.39%,NA,Grassroots,Inactive,0.970000,110.590000,Exact
68265,Bronce Weste,Gold,Precious Metals,Revelo Resources Corp. (Owner) 100%,Minera Fuego Limitada (NSR),Exploration,Active,-32.196000,-70.964000,Approximate
68269,North-Yenisei,Gold,Precious Metals,Sovrudnik Ltd (Owner) 100%,NA,Operating,NA,60.389000,93.027000,Exact
68272,Extremadura,Gold,Precious Metals,Mineral Exploration Network (Finland) Ltd (Owner) 100%,NA,Grassroots,Inactive,39.550000,-5.560000,Exact
68275,Llano del Nogal,Gold,Precious Metals,Millrock Resources Inc. (Owner) 100%,Pembrook Mining Corporation (NSR),Grassroots,Inactive,30.428000,-109.923000,Exact
68276,San Javier,Gold,Precious Metals,Millrock Resources Inc. (Owner) 100%,Pembrook Mining Corporation (NSR),Grassroots,Inactive,28.586000,-109.726000,Exact
68281,Aunor,Gold,Precious Metals,NA,NA,Closed,Inactive,48.441000,-81.281000,Exact
68282,Williams Brook,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Grassroots,Inactive,47.627400,-66.848270,Approximate
68286,Boundiali,Gold,Precious Metals,Toro Gold Limited (Optionee) 90%; Predictive Discovery Limited (Optionor) 10%,NA,Target Outline,Active,9.348870,-6.497200,Exact
68287,Kounahiri,Gold,Precious Metals,Toro Gold Limited (Optionee) 90%; Predictive Discovery Limited (Optionor) 10%,NA,Exploration,Active,7.750000,-5.965000,Exact
70326,San Onesimo,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Grassroots,Inactive,24.288000,-101.421000,Exact
70327,Tropicana North,Gold,Precious Metals,Dynasty Resources Limited (Owner) 100%,NA,Grassroots,Active,-28.999000,124.811000,Exact
70328,Wirralie,Gold,Precious Metals,Minjar Gold Pty Ltd. (Owner) 100%,NA,Grassroots,Active,-21.116000,147.290000,Exact
70329,Advance,Gold,Precious Metals,Rubicon Minerals Corporation (Owner) 100%,NA,Grassroots,Inactive,51.036000,-94.167000,Approximate
70330,Brodie,Gold,Precious Metals,NA,NA,Grassroots,Inactive,51.150000,-93.680000,Approximate
70331,Schlasinger,Gold,Precious Metals,Rubicon Minerals Corporation (Owner) 100%,NA,Grassroots,Inactive,51.140000,-93.670000,Approximate
70332,Asosa,Gold,Precious Metals,Asia Pacific Gold Mining Investments Ltd (Owner) 50%; GP Resources Mining plc (Owner) 50%,NA,Grassroots,Inactive,10.716380,34.463080,Exact
70333,PDL,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Exploration,Active,49.370000,-119.790000,Exact
70335,Deokon,Gold,Precious Metals,Tigris Gold Limited (Owner) 100%,NA,Grassroots,Inactive,35.700000,127.150000,Approximate
70336,Koheung,Gold,Precious Metals,Tigris Gold Limited (Owner) 100%,NA,Grassroots,Inactive,34.800000,127.300000,Approximate
70337,Hwanggan,Gold,Precious Metals,Tigris Gold Limited (Owner) 100%,NA,Grassroots,Inactive,36.240000,127.900000,Approximate
70341,Otto,Gold,Precious Metals,Sarissa Resources Inc. (Owner) 100%,NA,Exploration,Inactive,48.066000,-80.087000,Exact
70350,Arsimet,Gold,Precious Metals,Royal Road Minerals Limited (Owner) 70%; Arsimet Madencilik (Owner) 30%,NA,Grassroots,Active,38.832720,39.426290,Exact
70351,Gomec,Gold,Precious Metals,Oremine Madencilik San. Ve Tic. A.S. (Owner) 100%,NA,Target Outline,Active,39.344420,26.953580,Exact
70352,Ugur Tepe,Gold,Precious Metals,Merih Madencilik Sanayi Ve Ticaret (Owner) 100%,NA,Exploration,Active,40.137840,25.796800,Exact
70359,Yardilla,Gold,Precious Metals,MRG Metals Limited (Owner) 100%,NA,Target Outline,Active,-31.833000,122.716000,Exact
70369,Entikong,Gold,Precious Metals,PT Mega Malindo (Owner) 100%,NA,Grassroots,Inactive,0.850000,110.323000,Exact
70373,Outjo,Gold,Precious Metals,North River Resources Plc (Owner) 100%,NA,Grassroots,Inactive,-20.006000,16.438000,Exact
70375,Kadjoa,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Exploration,Inactive,13.078000,0.093000,Exact
70376,Pouni,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Exploration,Inactive,11.974640,-2.561710,Best Guess
70377,Garfield,Gold,Precious Metals,Sunrise Resources Plc (Owner) 100%,NA,Exploration,Active,38.533000,-118.460000,Exact
70379,Chapais-Chibougamau,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Grassroots,Inactive,49.364330,-74.693520,Approximate
70380,Crown Ridge,Gold,Precious Metals,Gold Mountain Limited (Venturer) 70%; Viva No. 20 Ltd. (Venturer) 30%,NA,Target Outline,Active,-5.200280,143.752020,Exact
70381,Panorama,Gold,Precious Metals,Atlas Iron Limited (Owner) 90%; Adelaide Prospecting Pty Ltd (Owner) 10%,Gondwana Resources Limited (GR) 1%,Grassroots,Active,-21.912000,119.661000,Exact
70384,Biranup,Gold,Precious Metals,Ventnor Resources Limited (Owner) 100%,NA,Target Outline,Active,-29.040000,124.720000,Exact
70386,Steel River,Gold,Precious Metals,NA,Unnamed Owner (NSR) 2%,NA,Inactive,48.960000,-86.190000,Exact
70388,Richard,Gold,Precious Metals,Precipitate Gold Corp. (Owner) 100%,Gexplo SRL (NSR); Santo Mining Corp (NSR),Exploration,Inactive,18.914000,-70.140000,Exact
70389,David,Gold,Precious Metals,Precipitate Gold Corp. (Owner) 100%,Gexplo SRL (NSR); Santo Mining Corp (NSR),Exploration,Inactive,18.891000,-71.119000,Exact
70390,Hemlo North,Gold,Precious Metals,Quinto Real Capital Corporation (Owner) 100%,Vendor (NSR) 2%,Exploration,Inactive,48.726520,-85.977960,Exact
70391,Dona Ines,Gold,Precious Metals,Mariana Resources Limited (Optionor) 50%,NA,Exploration,Temporarily On Hold,-26.006000,-69.117000,Exact
70393,Yamarna,Gold,Precious Metals,Montezuma Mining Company Limited (Owner) 100%,NA,Target Outline,Active,-28.123000,123.963000,Exact
70395,Yukon,Gold,Precious Metals,North of Sixty Ventures Inc. (Owner) 100%,NA,Grassroots,Active,64.282410,-134.990390,Best Guess
70396,Mahdia,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Grassroots,Inactive,5.205000,-59.159000,Exact
70400,Esperon,Gold,Precious Metals,Kenieba Goldfields Ltd. (Owner) 100%,NA,Grassroots,Inactive,50.116000,-119.707000,Exact
70401,Granny South,Gold,Precious Metals,NA,NA,Grassroots,Inactive,-29.242000,122.500000,Exact
70402,Edjudina,Gold,Precious Metals,NA,NA,Grassroots,Inactive,-29.483000,122.266000,Exact
70403,Carbine,Gold,Precious Metals,NA,NA,Grassroots,Inactive,-30.443000,120.838000,Exact
70404,Curara Well,Gold,Precious Metals,Venus Metals Corporation Limited (Owner) 100%,NA,Target Outline,Active,-25.430000,119.420000,Exact
70405,Southern Cross,Gold,Precious Metals,NA,NA,Grassroots,Inactive,-31.903000,119.733000,Exact
70407,Ivanhoe Regional,Gold,Precious Metals,Probe Metals Inc. (Owner),Private Interest (NSR) 3%; GTA Resources and Mining Inc. (NSR) 1%,Exploration,Active,48.200000,-82.400000,Exact
70408,Odienne,Gold,Precious Metals,Teranga Gold Corporation (Owner) 100%,NA,Exploration,Active,9.469500,-7.418250,Exact
70413,Diakouli,Gold,Precious Metals,Private Interest (Owner) 100%,NA,Exploration,Active,12.204000,1.546000,Exact
70419,British Columbia,Gold,Precious Metals,Private Interest (Owner) 100%,NA,Exploration,Active,53.531910,-125.529260,Best Guess
70420,Yukon,Gold,Precious Metals,"Kestrel Gold Inc. (Optionee) 100%; Kreft, Jarret Bernard (Optionor)",Sandstorm Gold Ltd. (NSR),Exploration,Active,63.796540,-137.200890,Exact
70421,Finns Crossing,Gold,Precious Metals,Alkane Resources Limited (Owner) 100%,NA,Grassroots,Inactive,-32.340000,148.920000,Exact
70424,Khan Khan,Gold,Precious Metals,Eastfield Resources Limited (Owner) 70%; Badger Minerals Ltd. (Owner) 30%,NA,Grassroots,Inactive,53.265000,-121.687000,Exact
70425,Golden Sky,Gold,Precious Metals,Eastfield Resources Limited (Owner) 70%; Badger Minerals Ltd. (Owner) 30%,NA,Grassroots,Inactive,53.315000,-121.649000,Exact
70426,Antler,Gold,Precious Metals,Eastfield Resources Limited (Venturer) 70%; Cariboo Rose Resources Ltd. (Venturer) 30%,NA,Grassroots,Active,53.338000,-121.525000,Exact
70427,CR,Gold,Precious Metals,Eastfield Resources Limited (Venturer) 70%; Cariboo Rose Resources Ltd. (Venturer) 30%,NA,Grassroots,Active,53.301000,-121.429000,Exact
70428,Millen Mountain,Gold,Precious Metals,Rheingold Exploration Corp. (Owner) 100%,NA,Grassroots,Inactive,45.120000,-63.115000,Exact
70429,North-Western Flank,Gold,Precious Metals,Highland Gold Mining Limited (Owner) 100%,NA,Exploration,Inactive,53.970000,139.910000,Exact
70440,Rancheria,Gold,Precious Metals,Tyranna Resources Limited (Optionee) 70%; Unnamed Owner (Optionor) 30%,NA,Grassroots,Active,11.190000,-73.455000,Approximate
70441,Barlee West,Gold,Precious Metals,NA,NA,Exploration,Inactive,-29.460000,119.040000,Exact
70442,Yindi,Gold,Precious Metals,Apollo Consolidated Limited (Owner) 100%,NA,Target Outline,Active,-30.350000,122.520000,Exact
70454,Mt Leahy,Gold,Precious Metals,Canterbury Resources Ltd (Owner) 100%,NA,Grassroots,Inactive,-7.358000,146.462000,Exact
70465,Korhogo West,Gold,Precious Metals,SEMAFO Inc. (Owner) 100%,NA,Exploration,Active,9.260000,-5.960000,Exact
70475,Emmett Lake,Gold,Precious Metals,Independence Gold Corp. (Owner) 100%,NA,Grassroots,Inactive,53.522060,-125.198760,Exact
70481,Sandstone,Gold,Precious Metals,Venus Metals Corporation Limited (Venturer) 90%; Private Interest (Venturer) 10%,NA,Reserves Development,Active,-28.100000,119.150000,Exact
70482,Santa Fe,Gold,Precious Metals,Alamos Gold Inc. (Optionee) 100%; Unnamed Owner (Optionor),NA,Target Outline,Active,22.935830,-105.728980,Best Guess
70484,Galeana,Gold,Precious Metals,Alamos Gold Inc. (Optionee) 100%,NA,Exploration,Inactive,27.270000,-107.430000,Approximate
70487,San Isidro,Gold,Precious Metals,Oro Verde Limited (Owner) 100%,NA,Exploration,Active,12.865000,-86.217000,Exact
70488,Pompoi Nord,Gold,Precious Metals,SEMAFO Inc. (Owner) 100%,NA,Exploration,Active,11.920000,-3.205000,Exact
