KeyMineProject,Property Name,Primary Commodity,Commodity Group,List of Owners,List of Royalty Holders,Development Stage,Activity Status,Latitude (degrees),Longitude (degrees),Coordinate Accuracy
67461,Tokhoibulag,Gold,Precious Metals,Berkh Uul JSC (Owner) 100%,NA,Operating,Active,48.224000,112.306000,Exact
67463,Ingenii Am,Gold,Precious Metals,Berkh Uul JSC (Owner) 100%,NA,Advanced Exploration,Inactive,47.952000,111.624000,Exact
67464,English and Beemer,Gold,Precious Metals,God's Lake Resources Inc. (Owner) 100%,NA,Grassroots,Inactive,48.078560,-81.324270,Exact
67472,Huangjinmei,Gold,Precious Metals,Huili Resources (Group) Limited (Owner) 95%; Unnamed Owner (Owner) 5%,NA,Construction Started,Active,33.360000,108.760000,Approximate
67483,Chaje,Gold,Precious Metals,Compañía de Minas Buenaventura S.A.A. (Owner) 100%,NA,Exploration,Inactive,-16.284000,-70.483000,Approximate
67485,Outer Rim,Gold,Precious Metals,Signature Gold Ltd (Owner) 100%,NA,Grassroots,Inactive,-22.571000,147.890000,Exact
67486,Target,Gold,Precious Metals,Geo-Tech Resources Group Investment Ltd. (Owner) 90%; Unnamed Owner (Owner) 10%,NA,Operating,Active,11.082050,-0.198540,Exact
67489,Mt Egerton,Gold,Precious Metals,NA,NA,Grassroots,Inactive,-37.660000,144.140000,Exact
67494,Wolf,Gold,Precious Metals,Western Troy Capital Resources Inc. (Owner) 100%,NA,Grassroots,Inactive,63.031800,-92.295630,Exact
67495,Fox,Gold,Precious Metals,Western Troy Capital Resources Inc. (Owner) 100%,NA,Grassroots,Inactive,63.261820,-93.390280,Exact
67497,Violeta,Gold,Precious Metals,Riverside Resources Inc. (Owner) 100%,Millrock Resources Inc. (NSR) 0.5%; Pembrook Mining Corporation (NSR),Grassroots,Inactive,31.052000,-109.821000,Exact
67498,Coatan,Gold,Precious Metals,Millrock Resources Inc. (Optionee) 100%; Riverside Resources Inc. (Optionor),NA,Grassroots,Inactive,15.183000,-92.264000,Exact
67499,Sierrra Salada,Gold,Precious Metals,Riverside Resources Inc. (Owner) 100%,NA,Grassroots,Inactive,30.266000,-111.694000,Exact
67501,Black Lake-Drayton Extension,Gold,Precious Metals,Group Ten Metals Inc. (Owner) 100%,Unnamed Owner (NSR),Exploration,Active,50.049487,-91.697032,Exact
67503,West Letoureur,Gold,Precious Metals,Western Troy Capital Resources Inc. (Owner) 100%,NA,Exploration,Inactive,48.596000,-78.776000,Exact
67509,Amanita,Gold,Precious Metals,NA,NA,Exploration,Inactive,64.943000,-147.332000,Approximate
67515,Marijo,Gold,Precious Metals,NA,Quaterra Resources Inc. (NSR) 2%,Grassroots,Inactive,24.490000,-102.030000,Exact
67517,Miranda,Gold,Precious Metals,First Mining Finance Corp. (Owner) 100%,NA,Grassroots,Inactive,30.678000,-112.697000,Exact
67519,Takla,Gold,Precious Metals,Manado Gold Corp. (Optionee) 100%; CJL Enterprises Ltd. (Optionor),NA,Advanced Exploration,Inactive,55.660310,-125.293150,Exact
67520,Don Eulogio/San Luis/Francia,Gold,Precious Metals,NA,NA,Grassroots,Inactive,-18.649000,-66.209000,Exact
67521,Santiago,Gold,Precious Metals,NA,NA,Grassroots,Inactive,-16.984000,-67.117000,Exact
67524,El Destino,Gold,Precious Metals,NA,NA,Grassroots,Inactive,-16.591000,-67.346000,Exact
67527,Laurie Lake,Gold,Precious Metals,Nighthawk Gold Corp. (Owner) 100%,Ursa Polaris Developments Corporation (NSR) 2%,Grassroots,Inactive,64.471000,-115.197000,Exact
67528,Baker-Vidie,Gold,Precious Metals,Nighthawk Gold Corp. (Owner) 100%,Ursa Polaris Developments Corporation (NSR) 2%,Grassroots,Inactive,64.275100,-115.212000,Exact
67529,Murinskoye (Poisk),Gold,Precious Metals,Seligdar OJSC (Owner) 100%,NA,Operating,NA,52.000000,81.000000,Approximate
67530,Nerudinskoye (Sininda-1),Gold,Precious Metals,Seligdar OJSC (Owner) 100%,NA,Operating,NA,55.800000,109.600000,Approximate
67531,Vaquillas,Gold,Precious Metals,Mirasol Resources Ltd. (Optionee) 51%; Unnamed Owner (Optionor) 49%,NA,Grassroots,Inactive,-27.255000,-69.154000,Approximate
67534,Golden Shears,Gold,Precious Metals,Renaissance Gold Inc. (Owner) 100%,Altius Minerals Corporation (NSR) 1.5%,Exploration,Active,35.760000,-115.420000,Exact
67535,Nickol River,Gold,Precious Metals,Artemis Resources Limited (Owner) 100%,NA,Exploration,Active,-20.746010,116.970700,Exact
67538,Butana,Gold,Precious Metals,SP Mining Pte Ltd (Owner) 100%,NA,Grassroots,Inactive,15.077900,34.618790,Exact
67539,Hofrat en Nahas,Gold,Precious Metals,SP Mining Pte Ltd (Owner) 100%,NA,Grassroots,Inactive,9.733340,24.300000,Exact
67540,Reguibat,Gold,Precious Metals,SP Mining Pte Ltd (Owner) 100%,NA,Grassroots,Inactive,20.400000,-15.100000,Approximate
67541,Monts de Lam,Gold,Precious Metals,NA,NA,Grassroots,Inactive,8.000000,16.000000,Approximate
67542,Dar Sila,Gold,Precious Metals,NA,NA,Grassroots,Inactive,12.000000,22.000000,Approximate
67543,Massif Central,Gold,Precious Metals,NA,NA,Grassroots,Inactive,11.800000,18.400000,Approximate
67546,Walker Ridge,Gold,Precious Metals,Nexus Gold Corp. (Optionee) 100%; Walker Ridge Gold Corp (Optionor),NA,Exploration,Active,41.510000,-115.933000,Exact
67548,Colider,Gold,Precious Metals,NA,NA,Grassroots,Inactive,-10.879000,-55.475000,Exact
67554,Risby Creek,Gold,Precious Metals,Manson Creek Resources Ltd. (Optionee) 100%; Panarc Resources Ltd. (Optionor),NA,Grassroots,Inactive,61.755000,-130.961000,Exact
67555,Hard Cash,Gold,Precious Metals,Silver Range Resources Ltd. (Owner) 100%,NA,Grassroots,Active,60.943145,-101.532965,Exact
67558,Calder Creek,Gold,Precious Metals,Panarc Resources Ltd. (Owner) 100%,NA,Grassroots,Inactive,63.796000,-139.161000,Exact
67560,Esker Lake,Gold,Precious Metals,Silver Range Resources Ltd. (Owner) 100%,NA,Exploration,Active,65.019000,-108.637000,Exact
67561,Gold Bugs,Gold,Precious Metals,Silver Range Resources Ltd. (Owner) 100%,NA,Grassroots,Active,64.921450,-108.972150,Exact
67562,Bling,Gold,Precious Metals,Silver Range Resources Ltd. (Owner) 100%,NA,Grassroots,Active,64.987000,-108.319000,Exact
67564,Hungry Gully,Gold,Precious Metals,Carube Copper Corp. (Owner) 100%,Rodinia Resources Pty Ltd (NSR) 2%,Exploration,Active,17.990000,-76.490000,Exact
67565,Above Rocks,Gold,Precious Metals,Carube Copper Corp. (Owner) 100%,Rodinia Resources Pty Ltd (NSR) 2%,Exploration,Active,18.102680,-76.823930,Exact
67566,Main Ridge,Gold,Precious Metals,Carube Copper Corp. (Owner) 100%,Rodinia Resources Pty Ltd (NSR) 2%,Exploration,Active,18.090000,-77.300000,Approximate
67570,Numao,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Exploration,Inactive,41.120000,-7.259000,Exact
67571,Sarazedas,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Exploration,Inactive,39.860000,-7.670000,Exact
67572,Kapoeta,Gold,Precious Metals,New Kush Exploration & Mining Ltd (Owner) 100%,NA,Grassroots,Inactive,4.597270,33.924720,Exact
67573,Luri,Gold,Precious Metals,Equator Gold Holdings Ltd (Optionee) 85%; Consolidated Mineral & Energy Resources Investment Co Ltd (Optionor) 15%,NA,Grassroots,Inactive,4.587390,31.243560,Exact
67574,San Juan Ridge,Gold,Precious Metals,Shasta Gold Corp (Owner) 100%,NA,Advanced Exploration,Inactive,39.364460,-120.999840,Exact
67577,Clunes,Gold,Precious Metals,NA,NA,Exploration,Inactive,-37.260000,143.778000,Exact
67578,Douay,Gold,Precious Metals,Radisson Mining Resources Inc. (Owner) 100%,NA,Grassroots,Inactive,49.533000,-77.988000,Exact
67580,Karasuyskoye,Gold,Precious Metals,Altyn Plc (Owner) 100%,NA,Exploration,Active,50.361000,82.587000,Approximate
67585,Rye,Gold,Precious Metals,"Waterton Global Resource Management, Inc. (Optionee) 100%; Barrick Gold Corporation (Optionor)","Royal Gold, Inc. (NSR) 0.5%",Exploration,Active,40.700000,-118.160000,Approximate
67586,Stonewall Spring,Gold,Precious Metals,"Waterton Global Resource Management, Inc. (Optionee) 100%; Unnamed Owner (Optionor)",NA,Grassroots,Active,37.503220,-117.044170,Approximate
67587,Aurora,Gold,Precious Metals,Bullseye Mining Limited (Owner) 100%,NA,Grassroots,Inactive,-30.335000,119.362000,Exact
67589,Newfield,Gold,Precious Metals,Bullseye Mining Limited (Owner) 100%,NA,Exploration,Inactive,-30.484000,118.916000,Exact
67605,White Flats,Gold,Precious Metals,Genesis Gold Corporation (Owner) 100%,NA,Grassroots,Active,40.676000,-115.805000,Exact
67607,Small Frontino,Gold,Precious Metals,Private Interest (Owner) 100%,NA,NA,Active,6.770000,-76.130000,Approximate
67608,Obalski,Gold,Precious Metals,Alto Ventures Ltd. (Owner) 100%,NA,NA,Active,48.793450,-77.920620,Exact
67611,Advene,Gold,Precious Metals,Carpentaria Exploration Limited (Owner) 100%,NA,Grassroots,Active,-33.153000,146.727000,Exact
67613,Ivanhoe Creek,Gold,Precious Metals,Rimrock Gold Corporation (Owner) 100%,Rmic Gold (NSR) 1%,Grassroots,Active,41.248000,-116.765000,Exact
67614,Elphin Bore,Gold,Precious Metals,Gascoyne Resources Limited (Owner) 100%,NA,Grassroots,Active,-23.836000,119.645000,Exact
67617,Marula,Gold,Precious Metals,Platfields Ltd. (Owner) 100%,NA,Grassroots,Inactive,-24.890000,30.950000,Exact
67624,Grong Grong,Gold,Precious Metals,NA,NA,Grassroots,Inactive,-34.603000,146.771000,Exact
67626,Lullwitz-Kaeppeli,Gold,Precious Metals,Genius Properties Ltd. (Owner) 80%; Globex Mining Enterprises Inc. (Owner) 20%,9248-7792 Québec Inc. (NSR); 9257-1256 Quebec Inc (NSR),Advanced Exploration,Inactive,47.767000,-70.467000,Exact
67627,Bujumbura,Gold,Precious Metals,TransAfrika Resources Limited (Owner) 100%,NA,Exploration,Inactive,-4.116000,28.786000,Exact
67630,Adelaide Hills,Gold,Precious Metals,Maximus Resources Limited (Owner) 100%,NA,Grassroots,Active,-35.289210,138.700170,Exact
67634,Varale,Gold,Precious Metals,Centamin Plc (Owner) 100%,NA,Exploration,Active,9.735000,-3.300000,Exact
67636,Doropo,Gold,Precious Metals,Centamin Plc (Owner) 100%,NA,Reserves Development,Active,9.760000,-3.426000,Exact
67638,Khabarovsk,Gold,Precious Metals,Artel Vostok (Owner) 100%,NA,Grassroots,Inactive,58.547060,139.428640,Best Guess
67639,Mina Pilar,Gold,Precious Metals,Goldtrex S.L. (Owner) 100%,NA,Exploration,Inactive,39.660240,-4.954990,Exact
67641,Rift,Gold,Precious Metals,Nevada Rift Resources Pty Ltd (Owner) 100%,NA,Grassroots,Active,40.714000,-116.860000,Exact
67644,Vunidawa,Gold,Precious Metals,"Tanaris Power Holdings, Inc. (Owner) 100%",NA,Grassroots,Inactive,-17.820000,178.200000,Exact
67645,SP,Gold,Precious Metals,NA,NA,Grassroots,Inactive,48.500000,-79.000000,Approximate
67646,Tyikoro,Gold,Precious Metals,Sarama Resources Limited (Owner) 100%,NA,Grassroots,Active,10.592350,-3.731300,Exact
67648,Wabag,Gold,Precious Metals,RH Resources Limited (Owner) 100%,NA,Grassroots,Active,-5.300000,143.500000,Exact
67649,Gundaroo,Gold,Precious Metals,NA,NA,Exploration,Inactive,-35.010000,149.230000,Exact
67650,Los Carlos,Gold,Precious Metals,San Marco Resources Inc. (Owner) 100%,NA,Exploration,Inactive,30.057000,-111.649000,Exact
67657,Siguiri,Gold,Precious Metals,Bullman Minerals Inc. (Owner) 100%,NA,Reserves Development,Inactive,11.543000,-9.145000,Exact
67658,The Tablelands,Gold,Precious Metals,Meridien Capital Ltd (Optionee) 100%; Welcome Gold Pty Ltd (Optionor),NA,Grassroots,Inactive,-20.598000,146.868000,Exact
67659,South East Pajingo,Gold,Precious Metals,Meridien Capital Ltd (Optionee) 100%; Welcome Gold Pty Ltd (Optionor),NA,Grassroots,Inactive,-20.732000,146.701000,Exact
67660,Cape River,Gold,Precious Metals,Meridien Capital Ltd (Optionee) 100%; Welcome Gold Pty Ltd (Optionor),NA,Grassroots,Inactive,-20.945777,146.731887,Exact
67661,Ashutor,Gold,Precious Metals,Kyrgyz Gold Pty Ltd (Optionee) 90%; Warrior Resources Limited (Optionor) 10%,NA,Grassroots,Inactive,42.400000,79.797000,Approximate
67662,Jetymbel,Gold,Precious Metals,Kyrgyz Gold Pty Ltd (Optionee) 90%; Warrior Resources Limited (Optionor) 10%,NA,Grassroots,Inactive,41.787000,78.053000,Approximate
67663,Chakyrkorum,Gold,Precious Metals,Kyrgyz Gold Pty Ltd (Optionee) 90%; Warrior Resources Limited (Optionor) 10%,NA,Grassroots,Inactive,41.787000,78.053000,Approximate
67665,Balandougouba,Gold,Precious Metals,Bullman Minerals Inc. (Owner) 100%,NA,Advanced Exploration,Inactive,11.273000,-8.530000,Exact
67671,Jinyuanda,Gold,Precious Metals,QHD Gold Limited (Owner) 100%,NA,Advanced Exploration,Inactive,40.272000,119.341000,Exact
67673,Maluwe Basin,Gold,Precious Metals,NA,NA,Grassroots,Inactive,8.630000,-2.260000,Approximate
67676,Stranorlar,Gold,Precious Metals,NA,NA,Grassroots,Inactive,54.900000,-7.625000,Exact
67680,McNeil,Gold,Precious Metals,"Trio Gold Corp. (Optionee) 100%; 3DX Industries, Inc. (Optionor)",NA,Exploration,Active,48.144000,-80.848000,Exact
67684,Night Hawk,Gold,Precious Metals,NA,NA,Grassroots,Inactive,48.148000,-80.982000,Exact
67686,Pinyon,Gold,Precious Metals,"GRP Minerals, LLC (Owner) 75%; Aurion Resources Limited (Optionor) 25%",NA,Grassroots,Active,39.330000,-115.680000,Approximate
67688,Corona,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Exploration,Inactive,46.292480,-81.859380,Exact
67689,Bakolobi,Gold,Precious Metals,Randgold Resources Limited (Optionee) 65%; Taurus Gold Limited (Optionor) 35%,NA,Exploration,Active,12.631000,-11.387000,Exact
67695,Nerrina,Gold,Precious Metals,Dart Mining NL (Optionee) 100%; New Ballarat Consolidated Pty Ltd (Optionor),NA,Grassroots,Inactive,-37.479000,143.898000,Exact
67699,St Jonsfjorden,Gold,Precious Metals,Store Norske Spitsbergen Kulkompani AS (Owner) 100%,NA,Exploration,Active,78.543990,12.763930,Best Guess
67700,Norway,Gold,Precious Metals,Antaeus AS (Owner) 100%,NA,Grassroots,Inactive,69.642470,19.037350,Best Guess
67701,Chaoyuan,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Advanced Exploration,Inactive,33.790000,111.620000,Approximate
67702,Jinxing,Gold,Precious Metals,Munsun Capital Group Limited (Owner) 100%,NA,Operating,Active,34.055090,111.374860,Best Guess
67708,Brotet,Gold,Precious Metals,NA,NA,Exploration,Inactive,4.926000,-2.010000,Exact
67714,South Grass Valley,Gold,Precious Metals,Nevada Exploration Inc. (Owner) 100%,NA,Exploration,Active,39.730000,-116.750000,Exact
